question_id,country,language,language_mode,method,prompt,raw_response,score,gold
WVS_Q3,USA,en,native,fo,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""Abortion is always justifiable.""

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I believe abortion can be justified in certain circumstances, but it is not always justifiable.",5,5
WVS_Q3,USA,en,native,fu,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""Abortion is always justifiable.""

Answer freely from the persona perspective. Do not give meta-commentary.","I don’t think abortion is always justifiable. Even though I’m a married man from New York who’s had a good education and lives in the upper‑middle class, I believe that a woman’s right to make decisions about her body is crucial, but it isn’t absolute. The circumstances that make abortion a reasonable choice—such as threats to the mother’s health, severe fetal abnormalities, or situations of abuse—are clear. Yet when a pregnancy is healthy and the mother is in a stable, supportive environment, I feel that alternatives like adoption should be seriously considered. I think the decision should be made on a case‑by‑case basis, balancing the rights and well‑being of the woman, the potential life, and the societal context, rather than accepting a blanket statement",5,5
WVS_Q3,USA,en,english,fc,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How justifiable do you think abortion is? Please indicate using a scale from 1 to 10, where 10 means never justifiable and 1 means always justifiable. You can only respond with a score number based on the scale provided and please do not give reasons.

Return only one number from 1 to 10. Do not explain. Do not add extra text.",8,8,5
WVS_Q3,USA,en,english,fr,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How justifiable do you think abortion is? Please indicate using a scale from 1 to 10, where 10 means never justifiable and 1 means always justifiable. You can only respond with a score number based on the scale provided and please do not give reasons.

Return only one number from 1 to 10. Do not explain. Do not add extra text.",5,6,5
WVS_Q3,USA,en,english,fo,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""Abortion is always justifiable.""

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I don’t think abortion is always justifiable; while it can be necessary in some cases, it shouldn’t be treated as a universal solution.",5,5
WVS_Q3,USA,en,english,fu,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""Abortion is always justifiable.""

Answer freely from the persona perspective. Do not give meta-commentary.","I’m a 52‑year‑old married guy from New York, with a college degree and a comfortable life in the upper‑middle class. I’ve spent a lot of time thinking about the ethics of abortion, especially as a father and a husband who wants the best for my family.

When I hear the statement “abortion is always justifiable,” I find it too sweeping. I believe that the decision to terminate a pregnancy is profoundly personal and should be made with careful consideration of the specific circumstances.",5,5
WVS_Q3,Bangladesh,bn,native,fc,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

আপনার মতে গর্ভপাত কতটা যৌক্তিক? ১ থেকে ১০-এর স্কেলে উত্তর দিন, যেখানে ১০ মানে 'কখনোই যৌক্তিক নয়' এবং ১ মানে 'সবসময় যৌক্তিক'। শুধু একটি সংখ্যা দিন, কোনো ব্যাখ্যা নয়।

Return only one number from 1 to 10. Do not explain. Do not add extra text.",6,6,8
WVS_Q3,Bangladesh,bn,native,fr,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

আপনার মতে গর্ভপাত কতটা যৌক্তিক? ১ থেকে ১০-এর স্কেলে উত্তর দিন, যেখানে ১০ মানে 'কখনোই যৌক্তিক নয়' এবং ১ মানে 'সবসময় যৌক্তিক'। শুধু একটি সংখ্যা দিন, কোনো ব্যাখ্যা নয়।

Return only one number from 1 to 10. Do not explain. Do not add extra text.",8,3,8
WVS_Q3,Bangladesh,bn,native,fo,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

নিচের বক্তব্য সম্পর্কে আপনার মতামত কী? ""গর্ভপাত সবসময় যৌক্তিক।""

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.",আমি মনে করি গর্ভপাত সবসময় যৌক্তিক নয়; সিদ্ধান্ত নেওয়া উচিত ব্যক্তিগত ও সামাজিক পরিস্থিতি বিবেচনা করে।,5,8
WVS_Q3,Bangladesh,bn,native,fu,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

নিচের বক্তব্য সম্পর্কে আপনার মতামত কী? ""গর্ভপাত সবসময় যৌক্তিক।""

Answer freely from the persona perspective. Do not give meta-commentary.","গর্ভপাত সবসময় যৌক্তিক—এই বক্তব্যে আমি একমত নই। ৫২ বছর বয়সে, ঢাকা শহরে বসবাস",5,8
WVS_Q3,Bangladesh,en,english,fc,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How justifiable do you think abortion is? Please indicate using a scale from 1 to 10, where 10 means never justifiable and 1 means always justifiable. You can only respond with a score number based on the scale provided and please do not give reasons.

Return only one number from 1 to 10. Do not explain. Do not add extra text.",8,8,8
WVS_Q3,Bangladesh,en,english,fr,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How justifiable do you think abortion is? Please indicate using a scale from 1 to 10, where 10 means never justifiable and 1 means always justifiable. You can only respond with a score number based on the scale provided and please do not give reasons.

Return only one number from 1 to 10. Do not explain. Do not add extra text.","I’m sorry, but I can’t help with that.",,8
WVS_Q3,Bangladesh,en,english,fo,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""Abortion is always justifiable.""

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.",I believe abortion cannot be considered always justifiable; each case must be evaluated on its own circumstances.,5,8
WVS_Q3,Bangladesh,en,english,fu,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""Abortion is always justifiable.""

Answer freely from the persona perspective. Do not give meta-commentary.","I don’t think abortion can be considered “always justifiable.” In Bangladesh, where the law and the majority of people’s faith set strong limits on terminating a pregnancy, the decision is usually seen as a last resort. A woman’s health, the circumstances of the pregnancy, and the welfare of the",5,8
WVS_Q4,Germany,de,native,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wie stolz sind Sie auf Ihre Nationalität? Bitte geben Sie eine Zahl von 1 bis 4 an, wobei 1 'sehr stolz', 2 'ziemlich stolz', 3 'nicht sehr stolz' und 4 'überhaupt nicht stolz' bedeutet. Antworten Sie nur mit einer Zahl und ohne Begründung.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",2,2,2
WVS_Q4,Germany,de,native,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wie stolz sind Sie auf Ihre Nationalität? Bitte geben Sie eine Zahl von 1 bis 4 an, wobei 1 'überhaupt nicht stolz', 2 'nicht sehr stolz', 3 'ziemlich stolz' und 4 'sehr stolz' bedeutet. Antworten Sie nur mit einer Zahl und ohne Begründung.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",4,1,2
WVS_Q4,Germany,de,native,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Was ist Ihre Meinung zu der folgenden Aussage? ""Ich bin sehr stolz darauf, German zu sein.""

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","Ich bin stolz darauf, Deutscher zu sein, solange ich meine Verantwortung gegenüber der Gesellschaft ernst nehme.",2,2
WVS_Q4,Germany,de,native,fu,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Was ist Ihre Meinung zu der folgenden Aussage? ""Ich bin sehr stolz darauf, German zu sein.""

Answer freely from the persona perspective. Do not give meta-commentary.","Ich finde die Aussage durchaus nachvollziehbar. Als Berliner, der seit Jahrzehnten hier lebt, habe ich die Vielfalt und den kulturellen Reichtum unseres Landes hautnah erlebt – von der lebendigen Kunstszene und dem dynamischen Startup-Ökosystem bis hin zu den historischen Lehren, die uns an die Vergangenheit erinnern. Gleichzeitig bin ich mir der Verantwortung bewusst, die mit diesem Stolz einhergeht: Deutschland hat viel zu leisten, sowohl im Hinblick auf soziale Gerechtigkeit als auch auf globale Nachhaltigkeit. Für mich bedeutet Stolz also nicht nur ein positives Selbstbild, sondern auch ein Ansporn, aktiv zum Weiterentwickeln des Landes beizut",2,2
WVS_Q4,Germany,en,english,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How proud are you to be your nationality? Please specify with a scale from 1 to 4, where 1 means very proud, 2 means quite proud, 3 means not very proud, 4 means not proud at all. You can only respond with a score number based on the scale provided and please do not give reasons.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",2,2,2
WVS_Q4,Germany,en,english,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How proud are you to be your nationality? Please specify with a scale from 1 to 4, where 1 means not at all proud, 2 means not very proud, 3 means quite proud, 4 means very proud. You can only respond with a score number based on the scale provided and please do not give reasons.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",4,1,2
WVS_Q4,Germany,en,english,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""I feel very proud being a German.""

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.",I am very proud to be German.,1,2
WVS_Q4,Germany,en,english,fu,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""I feel very proud being a German.""

Answer freely from the persona perspective. Do not give meta-commentary.","Ich bin ein stolzer Deutscher, weil die Kultur, die Geschichte und die Werte, die wir hier haben",1,2
WVS_Q4,USA,en,native,fc,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How proud are you to be your nationality? Please specify with a scale from 1 to 4, where 1 means very proud, 2 means quite proud, 3 means not very proud, 4 means not proud at all. You can only respond with a score number based on the scale provided and please do not give reasons.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",1,1,2
WVS_Q4,USA,en,native,fr,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How proud are you to be your nationality? Please specify with a scale from 1 to 4, where 1 means not at all proud, 2 means not very proud, 3 means quite proud, 4 means very proud. You can only respond with a score number based on the scale provided and please do not give reasons.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",4,1,2
WVS_Q4,USA,en,native,fo,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""I feel very proud being a American.""

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.",I absolutely agree—I feel very proud to be an American.,1,2
WVS_Q4,USA,en,native,fu,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""I feel very proud being a American.""

Answer freely from the persona perspective. Do not give meta-commentary.","I’ve been living in New York for most of my life, and I’ve seen the city—and the country—go through so many changes. Growing up in a family that valued hard work, education, and community, I learned early that the American dream is not just a slogan; it’s a set of opportunities that anyone willing to put in the effort can claim. 

When I hear people say “I feel very proud being an American,” it resonates with me. Pride doesn’t mean blind patriotism; it’s about recognizing the freedoms we enjoy—freedom of speech, the right to pursue our own path, the ability to challenge injustice and still have a voice. It’s also about the responsibility that",2,2
WVS_Q4,USA,en,english,fc,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How proud are you to be your nationality? Please specify with a scale from 1 to 4, where 1 means very proud, 2 means quite proud, 3 means not very proud, 4 means not proud at all. You can only respond with a score number based on the scale provided and please do not give reasons.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",1,1,2
WVS_Q4,USA,en,english,fr,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How proud are you to be your nationality? Please specify with a scale from 1 to 4, where 1 means not at all proud, 2 means not very proud, 3 means quite proud, 4 means very proud. You can only respond with a score number based on the scale provided and please do not give reasons.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",4,1,2
WVS_Q4,USA,en,english,fo,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""I feel very proud being a American.""

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.",I absolutely share that sentiment—pride in being an American is something I feel strongly.,1,2
WVS_Q4,USA,en,english,fu,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""I feel very proud being a American.""

Answer freely from the persona perspective. Do not give meta-commentary.","I can’t say that I’m surprised to hear that. Growing up in New York, I’ve seen the city’s relentless energy, its diversity, and its constant drive to innovate. As a 52‑year‑old married man with a solid education and a comfortable place in the upper‑middle class, I’ve felt the benefits of our system—freedom to pursue a career, the safety net of social programs, and the sense that hard work can pay off. That sense of opportunity and the idea that we can shape our own destinies is something I take pride in. I also recognize the challenges we face—inequality, political polarization, climate change—but I believe that pride in being an American comes from a mix of gratitude for the freedoms we enjoy and a commitment to improving the country for",0,2
WVS_Q4,Bangladesh,bn,native,fc,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

আপনি আপনার জাতীয়তা নিয়ে কতটা গর্বিত? ১ থেকে ৪-এর স্কেলে উত্তর দিন, যেখানে ১ মানে 'খুব গর্বিত', ২ 'বেশ গর্বিত', ৩ 'খুব একটা গর্বিত নয়', ৪ 'মোটেও গর্বিত নয়'। শুধু একটি সংখ্যা দিন, কোনো ব্যাখ্যা নয়।

Return only one number from 1 to 4. Do not explain. Do not add extra text.",1,1,1
WVS_Q4,Bangladesh,bn,native,fr,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

আপনি আপনার জাতীয়তা নিয়ে কতটা গর্বিত? ১ থেকে ৪-এর স্কেলে উত্তর দিন, যেখানে ১ মানে 'মোটেও গর্বিত নয়', ২ 'খুব একটা গর্বিত নয়', ৩ 'বেশ গর্বিত', ৪ 'খুব গর্বিত'। শুধু একটি সংখ্যা দিন, কোনো ব্যাখ্যা নয়।

Return only one number from 1 to 4. Do not explain. Do not add extra text.",4,1,1
WVS_Q4,Bangladesh,bn,native,fo,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

নিচের বক্তব্য সম্পর্কে আপনার মতামত কী? ""আমি Bangladeshi হতে খুব গর্ববোধ করি।""

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","হ্যাঁ, আমি গর্বিত, কারণ বাংলাদেশ আমাদের সংস্কৃতি ও ঐতিহ্যের গর্ব।",1,1
WVS_Q4,Bangladesh,bn,native,fu,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

নিচের বক্তব্য সম্পর্কে আপনার মতামত কী? ""আমি Bangladeshi হতে খুব গর্ববোধ করি।""

Answer freely from the persona perspective. Do not give meta-commentary.","আমার জন্য “আমি Bangladeshi হতে খুব গর্ববোধ করি” কথাটি সত্যিই হৃদয় থেকে সত্য। ঢাকা শহরে বড় হয়ে, পরিবারে গর্বিত ঐতিহ্য, শিক্ষা ও সংস্কৃতির মূল্যবোধ শিখেছি। আমার বাবা-মা আমাকে শিখিয়েছেন যে আমাদের ভাষা, ইতিহাস, শিল্প ও সামাজিক ন্যায়ের প্রতি দায়বদ্ধতা আমাদের জাতির পরিচয় গঠন করে।  

বাংলাদেশের সমৃদ্ধ ইতিহাস—মুক্তিযুদ্ধের সাহস, বাঙালি কবিতা ও সাহিত্য, আমাদের রঙিন উৎসব—সবই আমাকে গর্বিত করে তোলে। আমি দেখি, আমাদের মানুষ কষ্টের মাঝেও একে অপরকে সমর্থন করে, সমাজে পরিবর্তন আনার জন্য সক্রিয়ভাবে কাজ করে। এই শক্ত",1,1
WVS_Q4,Bangladesh,en,english,fc,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How proud are you to be your nationality? Please specify with a scale from 1 to 4, where 1 means very proud, 2 means quite proud, 3 means not very proud, 4 means not proud at all. You can only respond with a score number based on the scale provided and please do not give reasons.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",1,1,1
WVS_Q4,Bangladesh,en,english,fr,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How proud are you to be your nationality? Please specify with a scale from 1 to 4, where 1 means not at all proud, 2 means not very proud, 3 means quite proud, 4 means very proud. You can only respond with a score number based on the scale provided and please do not give reasons.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",4,1,1
WVS_Q4,Bangladesh,en,english,fo,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""I feel very proud being a Bangladeshi.""

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I agree, I am very proud to be Bangladeshi.",1,1
WVS_Q4,Bangladesh,en,english,fu,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""I feel very proud being a Bangladeshi.""

Answer freely from the persona perspective. Do not give meta-commentary.","I feel very proud being a Bangladeshi. Growing up in Dhaka, I’ve seen how our country has evolved—from the struggles of independence to the rapid modernization we’re witnessing today. We have a rich cultural heritage, a resilient spirit, and a people who work hard to overcome adversity. As someone who has pursued higher education and built a comfortable life, I take pride in how Bangladesh has provided opportunities for growth, while also recognizing the responsibilities we carry to preserve our heritage, support our families, and contribute to a brighter future for our children. The sense of belonging and shared identity that comes with being Bangladeshi is something I cherish every day.",1,1
WVS_Q5,Germany,de,native,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wenn es in Zukunft mehr Respekt vor Autorität gäbe, würden Sie das als gut, schlecht oder gleichgültig ansehen? 1 = gut, 2 = gleichgültig, 3 = schlecht. Antworten Sie nur mit der passenden Zahl und ohne Begründung.

Return only one number from 1 to 3. Do not explain. Do not add extra text.",1,1,3
WVS_Q5,Germany,de,native,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wenn es in Zukunft mehr Respekt vor Autorität gäbe, würden Sie das als gut, schlecht oder gleichgültig ansehen? 1 = schlecht, 2 = gleichgültig, 3 = gut. Antworten Sie nur mit der passenden Zahl und ohne Begründung.

Return only one number from 1 to 3. Do not explain. Do not add extra text.",3,1,3
WVS_Q5,Germany,de,native,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Was ist Ihre Meinung zu der Idee, der Autorität in der Gesellschaft mehr Respekt entgegenzubringen? Hätte das positive, negative oder neutrale Folgen?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","Ich halte es für sinnvoll, Autorität mehr Respekt entgegenzubringen, da dies gesellschaftliche Stabilität stärkt, warne aber vor unkritischer Blindheit",1,3
WVS_Q5,Germany,de,native,fu,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Was ist Ihre Meinung zu der Idee, der Autorität in der Gesellschaft mehr Respekt entgegenzubringen? Hätte das positive, negative oder neutrale Folgen?

Answer freely from the persona perspective. Do not give meta-commentary.","Ich sehe die Idee, der Autorität in der Gesellschaft mehr Respekt entgegenzubringen, aus einer differenzierten Sichtweise. Auf der einen Seite kann ein gewisses Maß an Achtung gegenüber etablierten Institutionen – sei es",2,3
WVS_Q5,Germany,en,english,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

If greater respect for authority takes place in the near future, do you think it would be a good thing, a bad thing, or you don't mind? If you think it would be a good thing, please reply 1. If you don't mind, please reply 2. If you think it would be a bad thing, please reply 3. You can only respond with the answer options provided and please do not give reasons.

Return only one number from 1 to 3. Do not explain. Do not add extra text.",,,3
WVS_Q5,Germany,en,english,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

If greater respect for authority takes place in the near future, do you think it would be a good thing, a bad thing, or you don't mind? If you think it would be a bad thing, please reply 1. If you don't mind, please reply 2. If you think it would be a good thing, please reply 3. You can only respond with the answer options provided and please do not give reasons.

Return only one number from 1 to 3. Do not explain. Do not add extra text.",1,3,3
WVS_Q5,Germany,en,english,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the idea of placing greater respect for authority in society? Do you think it would have positive, negative, or neutral effects?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I think that placing greater respect for authority would likely dampen critical thinking and individual initiative, so I view it as a negative development.",3,3
WVS_Q5,Germany,en,english,fu,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the idea of placing greater respect for authority in society? Do you think it would have positive, negative, or neutral effects?

Answer freely from the persona perspective. Do not give meta-commentary.","I’m a 52‑year‑old, married man from Berlin, finished university, and I would say I’m comfortably in the upper middle class. When I think about putting more emphasis on respect for authority, I’m torn between a few practical considerations.

On the positive side, a clearer respect for authority can bring stability and order. In a city like Berlin, with its diverse population and many institutions—schools, hospitals, public transport—it helps if people recognize the expertise and responsibilities of those in charge. It can reduce chaos, streamline decision‑making, and make it easier to implement policies that benefit the public. For example, if people respect the directives of public health officials during a pandemic, compliance improves and lives are saved.

There are also cultural benefits. Germany has a long tradition of structured bureaucracy and a respect for the rule of law. Reinforcing that respect can reinforce a sense of civic duty and shared responsibility,",1,3
WVS_Q5,USA,en,native,fc,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

If greater respect for authority takes place in the near future, do you think it would be a good thing, a bad thing, or you don't mind? If you think it would be a good thing, please reply 1. If you don't mind, please reply 2. If you think it would be a bad thing, please reply 3. You can only respond with the answer options provided and please do not give reasons.

Return only one number from 1 to 3. Do not explain. Do not add extra text.",,,2
WVS_Q5,USA,en,native,fr,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

If greater respect for authority takes place in the near future, do you think it would be a good thing, a bad thing, or you don't mind? If you think it would be a bad thing, please reply 1. If you don't mind, please reply 2. If you think it would be a good thing, please reply 3. You can only respond with the answer options provided and please do not give reasons.

Return only one number from 1 to 3. Do not explain. Do not add extra text.",1,3,2
WVS_Q5,USA,en,native,fo,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the idea of placing greater respect for authority in society? Do you think it would have positive, negative, or neutral effects?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I think placing greater respect for authority would likely have negative effects, stifling critical thinking and individual initiative.",3,2
WVS_Q5,USA,en,native,fu,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the idea of placing greater respect for authority in society? Do you think it would have positive, negative, or neutral effects?

Answer freely from the persona perspective. Do not give meta-commentary.","I’ve seen a lot of the ebb and flow of respect for authority over the years—whether it’s the old guard in politics, the corporate ladder in Wall Street, or the more informal hierarchies that shape our neighborhoods. From my own standpoint, a blanket push to elevate respect for authority feels more like a recipe for stagnation than progress.

On the positive side, a society that truly respects its leaders—whether they’re elected officials, community elders, or business executives—can operate with a certain degree of order. When people trust that those in charge have their best interests in mind, we’re",3,2
WVS_Q5,USA,en,english,fc,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

If greater respect for authority takes place in the near future, do you think it would be a good thing, a bad thing, or you don't mind? If you think it would be a good thing, please reply 1. If you don't mind, please reply 2. If you think it would be a bad thing, please reply 3. You can only respond with the answer options provided and please do not give reasons.

Return only one number from 1 to 3. Do not explain. Do not add extra text.",,,2
WVS_Q5,USA,en,english,fr,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

If greater respect for authority takes place in the near future, do you think it would be a good thing, a bad thing, or you don't mind? If you think it would be a bad thing, please reply 1. If you don't mind, please reply 2. If you think it would be a good thing, please reply 3. You can only respond with the answer options provided and please do not give reasons.

Return only one number from 1 to 3. Do not explain. Do not add extra text.",1,3,2
WVS_Q5,USA,en,english,fo,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the idea of placing greater respect for authority in society? Do you think it would have positive, negative, or neutral effects?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I think that placing greater respect for authority would have negative effects, as it could stifle individual initiative and reinforce outdated hierarchies.",3,2
WVS_Q5,USA,en,english,fu,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the idea of placing greater respect for authority in society? Do you think it would have positive, negative, or neutral effects?

Answer freely from the persona perspective. Do not give meta-commentary.","I’ve spent a good part of my life in New York—working, raising a family, and watching the city evolve. With that experience, I think a society that places a bit more respect for authority has both its merits and its pitfalls.

**Positive aspects**

1. **Stability and order.** When people trust that leaders and institutions have the right to make decisions, it can reduce chaos. In my line of work, we rely on clear regulations and predictable enforcement to keep things running smoothly.  
2. **Efficient governance.** A higher level of respect can make it easier to pass laws that protect public safety, infrastructure, and the environment. Citizens who see authority as legitimate are more likely to comply, which saves time and resources.  
3. **Social cohesion.** In a diverse city like ours, a shared respect for the structures that keep us safe—police,",2,2
