question_id,dimension,formula_role,country,language,language_mode,method,prompt,raw_response,score
IDV_2,IDV,B,Germany,en,english,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How important is freedom in choosing your own work approach? Use 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",4,4.0
IDV_2,IDV,B,Germany,en,english,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How important is freedom in choosing your own work approach? Respond using this reversed 1-5 scale, where 1 means very high agreement/importance/acceptability/frequency and 5 means very low agreement/importance/acceptability/frequency. Return only one number.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",2,4.0
IDV_2,IDV,B,Germany,en,english,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your view on having freedom in how you work?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I value the ability to choose my work methods and schedule, as it enhances both productivity and personal fulfillment.",5.0
IDV_2,IDV,B,Germany,en,english,fu,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Share your thoughts on freedom in choosing your work style.

Answer freely from the persona perspective. Do not give meta-commentary.","As a 52‑year‑old Berliner who’s been through the ups and downs of the German job market, I can say that the notion of “freedom” when it comes to choosing a work style has evolved dramatically over the past decade. In my early career I was tied to the classic 9‑to‑5, in‑office model that was the hallmark of post‑war stability. That model gave me a clear structure, but it also felt restrictive, especially when my children were young and I wanted to be present for their school plays or soccer matches.

Now, having completed my studies and settled into a comfortable middle‑class position, I value flexibility more than ever. Freedom in choosing a work style means having the option to blend remote and on‑site days, to set my own hours when my team’s deadlines allow, and to prioritize tasks that truly matter rather than just",5.0
IDV_2,IDV,B,USA,en,native,fc,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How important is freedom in choosing your own work approach? Use 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",4,4.0
IDV_2,IDV,B,USA,en,native,fr,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How important is freedom in choosing your own work approach? Respond using this reversed 1-5 scale, where 1 means very high agreement/importance/acceptability/frequency and 5 means very low agreement/importance/acceptability/frequency. Return only one number.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",2,4.0
IDV_2,IDV,B,USA,en,native,fo,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your view on having freedom in how you work?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I believe having freedom in how I work lets me balance family, career growth, and personal fulfillment.",5.0
IDV_2,IDV,B,USA,en,native,fu,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Share your thoughts on freedom in choosing your work style.

Answer freely from the persona perspective. Do not give meta-commentary.","I’m 52, married, living in a pretty comfortable part of New York, and I’ve spent the last 25 years in a mix of corporate and consulting roles. I’ve always valued the ability to shape my own work environment, and that freedom has become even more important as I’ve gotten older.

First, the sheer flexibility of choosing when and where I work is a huge relief. In my current role I can switch between the office, a home office, and a coffee shop on the Upper West Side without any friction. That means I can be in the office for client meetings or deep‑work sessions, and then retreat to my apartment for a quiet evening or to tend to family matters. The company’s policy is clear: as long as the job gets done, the format is up to me. That level of",5.0
IDV_2,IDV,B,USA,en,english,fc,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How important is freedom in choosing your own work approach? Use 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",4,4.0
IDV_2,IDV,B,USA,en,english,fr,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How important is freedom in choosing your own work approach? Respond using this reversed 1-5 scale, where 1 means very high agreement/importance/acceptability/frequency and 5 means very low agreement/importance/acceptability/frequency. Return only one number.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",2,4.0
IDV_2,IDV,B,USA,en,english,fo,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your view on having freedom in how you work?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I value having the freedom to shape my work schedule and projects because it lets me balance career success, family time, and personal growth while still meeting my responsibilities.",5.0
IDV_2,IDV,B,USA,en,english,fu,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Share your thoughts on freedom in choosing your work style.

Answer freely from the persona perspective. Do not give meta-commentary.","I’ve spent the last three decades navigating the corporate ladder, and I’ve come to appreciate how much the “freedom to choose your work style” has evolved. In my early twenties, the expectation was clear: a 9‑to‑5 in a glass‑office cubicle, a firm handshake at the end of the day, and a paycheck that matched the hours you put in. That model still exists, but it’s no longer the only path.

Now, as a 52‑year‑old with a stable family life and a comfortable place in the upper‑middle class, I value flexibility more than ever. Freedom in choosing my work style means I can decide how, when, and where I do my best work. It doesn’t mean abandoning structure entirely; rather, it’s about tailoring the work environment to fit my personal rhythm, my family commitments, and my professional goals.

**1. Remote or hybrid",5.0
IDV_2,IDV,B,Bangladesh,bn,native,fc,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

নিজের কাজের পদ্ধতি বেছে নেওয়ার স্বাধীনতা কতটা গুরুত্বপূর্ণ? ১-৫ ব্যবহার করুন।

Return only one number from 1 to 5. Do not explain. Do not add extra text.",4,4.0
IDV_2,IDV,B,Bangladesh,bn,native,fr,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

নিজের কাজের পদ্ধতি বেছে নেওয়ার স্বাধীনতা কতটা গুরুত্বপূর্ণ? এই উল্টো ১-৫ স্কেল ব্যবহার করে উত্তর দিন, যেখানে ১ মানে খুব বেশি সম্মতি/গুরুত্ব/গ্রহণযোগ্যতা/ঘনত্ব এবং ৫ মানে খুব কম সম্মতি/গুরুত্ব/গ্রহণযোগ্যতা/ঘনত্ব। শুধু একটি সংখ্যা দিন।

Return only one number from 1 to 5. Do not explain. Do not add extra text.",2,4.0
IDV_2,IDV,B,Bangladesh,bn,native,fo,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

কাজের ধরন বেছে নেওয়ার স্বাধীনতা সম্পর্কে আপনার মত কী?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","আমি মনে করি কাজের ধরন বেছে নেওয়ার স্বাধীনতা থাকা অত্যন্ত গুরুত্বপূর্ণ, কারণ এটি ব্যক্তিগত উন্নতি এবং পারিবারিক সন্তুষ্টি নিশ্চিত করে।",5.0
IDV_2,IDV,B,Bangladesh,bn,native,fu,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

কাজের ধরন বেছে নেওয়ার স্বাধীনতা নিয়ে আপনার ভাবনা শেয়ার করুন।

Answer freely from the persona perspective. Do not give meta-commentary.","কাজের ধরন বেছে নেওয়ার স্বাধীনতা সম্পর্কে আমার ভাবনা বেশ মিশ্র। আমি ৫২ বছর বয়সী, ঢাকা শহরে বসবাস করি, উচ্চশিক্ষা সম্পন্ন, এবং পরিবারে একজন পুরুষ হিসেবে আমার দায়িত্বও বেশ বড়। এই অবস্থায় আমি বুঝি যে, সত্যিকারের স্বাধীনতা থাকলে মানুষ নিজের পছন্দ ও দক্ষতা অনুযায়ী কাজ করতে পারবে, কিন্তু বাস্তবে তা অনেক সীমাবদ্ধতার মুখে পড়ে।

প্রথমে, সামাজিক প্রত্যাশা ও পরিবারিক দায়িত্ব। আমার স্ত্রী ও সন্তানদের জন্য স্থিতিশীল আয়ের প্রয়োজন, তাই আমি এমন চাকরি বেছে নিই যা নির্ভরযোগ্য বেতন ও ভালো স্বাস্থ্যবীমা দেয়। এই কারণে আমি প্রায়শই “নিরাপদ” পেশা বেছে নিতে",3.0
IDV_2,IDV,B,Bangladesh,en,english,fc,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How important is freedom in choosing your own work approach? Use 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",4,4.0
IDV_2,IDV,B,Bangladesh,en,english,fr,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How important is freedom in choosing your own work approach? Respond using this reversed 1-5 scale, where 1 means very high agreement/importance/acceptability/frequency and 5 means very low agreement/importance/acceptability/frequency. Return only one number.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",2,4.0
IDV_2,IDV,B,Bangladesh,en,english,fo,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your view on having freedom in how you work?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I value the ability to choose my work schedule and projects, as it lets me balance family responsibilities with professional growth.",5.0
IDV_2,IDV,B,Bangladesh,en,english,fu,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Share your thoughts on freedom in choosing your work style.

Answer freely from the persona perspective. Do not give meta-commentary.","Freedom in choosing my work style feels like a quiet luxury that I have only recently come to fully appreciate. Growing up in Dhaka, I was taught that success meant long hours in a corporate office, the kind of routine that many of my peers still cling to. As a married man with a family to support, that expectation was never far from my mind. But after more than three decades in the business world, I’ve learned that the definition of “work” is far more fluid than the rigid 9‑to‑5 model once dictated.

The first thing I value is the ability to set my own schedule. My children are now in school, and my wife and I have a home that requires our presence at certain times. Knowing that I can start my day early, finish by mid‑afternoon, and still have the evening free to spend with my family gives me a sense of control that I never had in the past",5.0
IDV_3,IDV,C,Germany,de,native,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wie wichtig ist Gruppentreue am Arbeitsplatz? Verwenden Sie 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",4,4.0
IDV_3,IDV,C,Germany,de,native,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wie wichtig ist Gruppentreue am Arbeitsplatz? Antworten Sie mit dieser umgekehrten 1-5-Skala, wobei 1 sehr hohe Zustimmung/Wichtigkeit/Akzeptanz/Häufigkeit und 5 sehr geringe Zustimmung/Wichtigkeit/Akzeptanz/Häufigkeit bedeutet. Geben Sie nur eine Zahl an.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",2,4.0
IDV_3,IDV,C,Germany,de,native,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wie stehen Sie zur Loyalität gegenüber der Arbeitsgruppe?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","Ich halte Loyalität gegenüber der Arbeitsgruppe für entscheidend, da sie Vertrauen, Effizienz und langfristigen Erfolg sichert.",5.0
IDV_3,IDV,C,Germany,de,native,fu,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Teilen Sie Ihre Gedanken zur Gruppentreue am Arbeitsplatz.

Answer freely from the persona perspective. Do not give meta-commentary.","Als 52-jähriger Mann aus Berlin, verheiratet und mit einer Hochschulausbildung, sehe ich die Gruppentreue am Arbeitsplatz aus einer pragmatischen und zugleich humanistischen Sichtweise. In der heutigen Arbeitswelt, die von schnellen Veränderungen und ständigem Wettbewerb geprägt ist, hat die Loyalität zu einer Gruppe – sei es ein Team, eine Abteilung oder ein Projekt – sowohl Vorteile als auch Herausforderungen mit sich gebracht.

**Vorteile der Gruppentreue**

1. **Vertrauensbasis**  
   Ein starkes Zugehörigkeitsgefühl schafft Vertrauen. Wenn ich mich auf meine Kollegen verlassen kann, weil sie sich für das gemeinsame Ziel einsetzen, kann ich mich auf meine Aufgaben konzentrieren, ohne ständig über die Zuverlässigkeit anderer nachzudenken. Das wirkt sich positiv auf die Effizienz aus.

2. **Wissensaustausch**  
   In einer loyalen Gruppe tauschen sich Mitglieder häufig und offen über Wissen und Erfahrungen aus. Das führt zu einer schnelleren Probleml",0.0
IDV_3,IDV,C,Germany,en,english,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How important is group loyalty in the workplace? Use 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",4,4.0
IDV_3,IDV,C,Germany,en,english,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How important is group loyalty in the workplace? Respond using this reversed 1-5 scale, where 1 means very high agreement/importance/acceptability/frequency and 5 means very low agreement/importance/acceptability/frequency. Return only one number.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",3,3.0
IDV_3,IDV,C,Germany,en,english,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on loyalty to the group at work?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I value loyalty to my work group as a mark of commitment, but it must never override personal responsibility and professional integrity.",4.0
IDV_3,IDV,C,Germany,en,english,fu,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Share your thoughts on workplace group loyalty.

Answer freely from the persona perspective. Do not give meta-commentary.","I’ve spent most of my career in the same industry, and over the decades I’ve seen how group loyalty shapes the way a workplace functions. In my view, loyalty to a workgroup is a double‑edged sword.

On the positive side, a strong sense of belonging breeds trust. When you’re part of a team that has weathered projects together, you know who to turn to when a problem arises, and you’re more willing to put in the extra effort because you feel the team’s success matters to you personally. In Berlin, where many companies are highly collaborative and value consensus, this collective spirit often translates into smoother decision making and a more harmonious atmosphere. I’ve seen that when people feel loyal, they’re less likely to jump ship for a higher salary elsewhere; they’re motivated by a shared purpose and the desire to see their colleagues succeed.

However, loyalty can also become a blind spot. When loyalty is unquestioning, dissenting voices are silenced. I’ve witnessed teams",3.0
IDV_3,IDV,C,USA,en,native,fc,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How important is group loyalty in the workplace? Use 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",4,4.0
IDV_3,IDV,C,USA,en,native,fr,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How important is group loyalty in the workplace? Respond using this reversed 1-5 scale, where 1 means very high agreement/importance/acceptability/frequency and 5 means very low agreement/importance/acceptability/frequency. Return only one number.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",2,4.0
IDV_3,IDV,C,USA,en,native,fo,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on loyalty to the group at work?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I believe loyalty to my work group is essential for cohesion and long‑term success, but it must be balanced with personal integrity and professional growth.",5.0
IDV_3,IDV,C,USA,en,native,fu,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Share your thoughts on workplace group loyalty.

Answer freely from the persona perspective. Do not give meta-commentary.","I’ve spent the last twenty years navigating a handful of firms that have all been built around the idea that you’re stronger together than you are alone. In that context, group loyalty feels less like a buzzword and more like a practical tool for survival and success. I’m not saying it’s always the best approach, but it’s something that’s shaped my career and my relationships at work.

First off, loyalty to a team is about mutual respect. When everyone on the squad knows that each person will back them up—whether it’s covering a shift, pitching in on a project, or speaking up for a colleague—it creates a safety net. In my experience, that safety net has been the difference between a project that stalls and one that actually moves forward. I’ve seen managers who trust their people to make decisions without micromanaging",5.0
IDV_3,IDV,C,USA,en,english,fc,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How important is group loyalty in the workplace? Use 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",4,4.0
IDV_3,IDV,C,USA,en,english,fr,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How important is group loyalty in the workplace? Respond using this reversed 1-5 scale, where 1 means very high agreement/importance/acceptability/frequency and 5 means very low agreement/importance/acceptability/frequency. Return only one number.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",3,3.0
IDV_3,IDV,C,USA,en,english,fo,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on loyalty to the group at work?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I think loyalty to the work group is vital for cohesion and success, but it must never override personal ethics or professional integrity.",5.0
IDV_3,IDV,C,USA,en,english,fu,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Share your thoughts on workplace group loyalty.

Answer freely from the persona perspective. Do not give meta-commentary.","I’ve been in a handful of teams over the past 25 years, and I’ve come to see workplace group loyalty as both a comfort and a constraint. In the New York environment where I live and work, the pressure to perform is relentless, but the sense of belonging can make the grind a lot more bearable.

First, loyalty to a group is a natural human instinct. We’re social animals, and a cohesive team provides a safety net—people who know the nuances of the job, who can step in when you’re overbooked, and who can advocate for you when upper management is making tough decisions. That sense of mutual support is especially valuable in a city where the cost of living is high and the workweek can stretch from 9 to 6, then 7 to 11.

But there’s a flip side. When loyalty becomes blind, it can stifle innovation and breed complacency. I’ve seen teams that are",3.0
IDV_3,IDV,C,Bangladesh,bn,native,fc,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

কর্মক্ষেত্রে দলীয় আনুগত্য কতটা গুরুত্বপূর্ণ? ১-৫ ব্যবহার করুন।

Return only one number from 1 to 5. Do not explain. Do not add extra text.",4,4.0
IDV_3,IDV,C,Bangladesh,bn,native,fr,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

কর্মক্ষেত্রে দলীয় আনুগত্য কতটা গুরুত্বপূর্ণ? এই উল্টো ১-৫ স্কেল ব্যবহার করে উত্তর দিন, যেখানে ১ মানে খুব বেশি সম্মতি/গুরুত্ব/গ্রহণযোগ্যতা/ঘনত্ব এবং ৫ মানে খুব কম সম্মতি/গুরুত্ব/গ্রহণযোগ্যতা/ঘনত্ব। শুধু একটি সংখ্যা দিন।

Return only one number from 1 to 5. Do not explain. Do not add extra text.",2,4.0
IDV_3,IDV,C,Bangladesh,bn,native,fo,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

কর্মক্ষেত্রে দলের প্রতি আনুগত্য সম্পর্কে আপনার মত কী?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","দলের প্রতি আনুগত্যই প্রতিষ্ঠানের সাফল্যের মূল চাবিকাঠি, কারণ তা সমন্বয়, বিশ্বাস এবং দীর্ঘমেয়াদী উন্নয়নকে ত্বরান্বিত করে।",5.0
IDV_3,IDV,C,Bangladesh,bn,native,fu,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

কর্মক্ষেত্রে দলীয় আনুগত্য নিয়ে আপনার ভাবনা শেয়ার করুন।

Answer freely from the persona perspective. Do not give meta-commentary.","কর্মক্ষেত্রে দলীয় আনুগত্যের ব্যাপারে আমার কিছু ভাবনা আছে, যা মূলত আমার অভিজ্ঞতা ও সামাজিক পরিবেশের সাথে জড়িত। প্রথমত, আমি মনে করি দলীয় আনুগত্য কেবলমাত্র দায়িত্ব পালনের বাইরে যায়; এটি একটি মানসিক বন্ধন, যেখানে প্রত্যেকে একে অপরের প্রতি বিশ্বাস ও সম্মান বজায় রাখে। আমার কর্মজীবনে দেখা গেছে যে, যখন একটি দল একে অপরের প্রতি সত্যিকারের যত্ন ও সমর্থন দেখায়, তখন কাজের গতি বাড়ে, সৃজনশীলতা বাড়ে এবং সমস্যা সমাধান দ্রুত হয়।

দ্বিতীয়ত, আমি লক্ষ্য করেছি যে, আনুগত্যের মাত্রা নির্ভর করে নেতৃত্বের গুণগত মানের উপর। একজন নেতা যদি নিজে প্রথমে উদাহরণ স্থাপন করেন—সময়ের প্রতি শ্রদ্ধা, ন্যায্যতা, এবং স্বচ্ছ",5.0
IDV_3,IDV,C,Bangladesh,en,english,fc,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How important is group loyalty in the workplace? Use 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",4,4.0
IDV_3,IDV,C,Bangladesh,en,english,fr,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How important is group loyalty in the workplace? Respond using this reversed 1-5 scale, where 1 means very high agreement/importance/acceptability/frequency and 5 means very low agreement/importance/acceptability/frequency. Return only one number.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",1,5.0
IDV_3,IDV,C,Bangladesh,en,english,fo,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on loyalty to the group at work?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","Loyalty to the team is essential, because it builds trust and ensures collective success, which ultimately benefits both the company and our personal advancement.",5.0
IDV_3,IDV,C,Bangladesh,en,english,fu,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Share your thoughts on workplace group loyalty.

Answer freely from the persona perspective. Do not give meta-commentary.","I’ve been in the corporate world of Dhaka for more than three decades now, and one thing that has always stood out to me is the sense of loyalty that forms around a workplace group. In our culture, the office is not just a place where you earn a salary; it’s a micro‑society where relationships, trust, and a shared sense of purpose matter just as much as the bottom line.

### The Strengths of Group Loyalty

**1. Trust and Reliability**  
When I work with a group that has built loyalty over time, there’s an unspoken confidence that everyone will show up, meet deadlines, and look after each other’s interests. In a country where business relationships can be fragile, that reliability is priceless. I remember a project in",5.0
IDV_4,IDV,D,Germany,de,native,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wie stark sollten Mitarbeitende persönliche Ziele über Teamziele stellen? Verwenden Sie 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",2,2.0
IDV_4,IDV,D,Germany,de,native,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wie stark sollten Mitarbeitende persönliche Ziele über Teamziele stellen? Antworten Sie mit dieser umgekehrten 1-5-Skala, wobei 1 sehr hohe Zustimmung/Wichtigkeit/Akzeptanz/Häufigkeit und 5 sehr geringe Zustimmung/Wichtigkeit/Akzeptanz/Häufigkeit bedeutet. Geben Sie nur eine Zahl an.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",4,2.0
IDV_4,IDV,D,Germany,de,native,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wie stehen Sie dazu, persönliche Ziele über Teamziele zu stellen?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","Ich halte es für kontraproduktiv, persönliche Ziele über Teamziele zu stellen, denn langfristiger Erfolg erfordert Kooperation.",5.0
IDV_4,IDV,D,Germany,de,native,fu,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Teilen Sie Ihre Gedanken zum Gleichgewicht zwischen persönlichen und Teamzielen.

Answer freely from the persona perspective. Do not give meta-commentary.","Ich finde, dass das Gleichgewicht zwischen persönlichen und Teamzielen in der Praxis oft von einer bewussten Reflexion und einer klaren Kommunikation abhängt. In meiner beruflichen Rolle als Projektleiter in einem mittelständischen Unternehmen in Berlin sehe ich täglich, wie wichtig es ist, dass individuelle Ambitionen nicht im Widerspruch zu den kollektiven Zielen stehen, sondern sich gegenseitig stärken.

**Persönliche Ziele**",5.0
IDV_4,IDV,D,Germany,en,english,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How much should employees prioritize personal goals over team goals? Use 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",3,3.0
IDV_4,IDV,D,Germany,en,english,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How much should employees prioritize personal goals over team goals? Respond using this reversed 1-5 scale, where 1 means very high agreement/importance/acceptability/frequency and 5 means very low agreement/importance/acceptability/frequency. Return only one number.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",5,1.0
IDV_4,IDV,D,Germany,en,english,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on prioritizing personal goals over team goals?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I believe personal goals should be pursued, but only when they support and do not undermine the team’s objectives.",4.0
IDV_4,IDV,D,Germany,en,english,fu,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Share your thoughts on balancing personal and team goals.

Answer freely from the persona perspective. Do not give meta-commentary.","Als Mann in den 52ern, verheiratet, mit einer abgeschlossenen Hochschulausbildung und in der oberen Mittelklasse in Berlin, sehe ich die Balance zwischen persönlichen und Teamzielen als einen fortlaufenden Dialog zwischen Verantwortung und Selbstverwirklichung.

### 1. Klare Prioritäten setzen  
Zuerst frage ich mich, welche Ziele wirklich meinen Lebensweg bestimmen. Für mich bedeutet das, dass meine persönliche Entwicklung – Gesundheit, Weiterbildung, finanzielle Sicherheit – nicht im Widerspruch zu den Zielen meines Teams stehen darf, sondern sie ergänzen sollte. Wenn ein Teamprojekt beispielsweise ein neues Produkt auf den Markt bringen will, sehe ich darin die Chance, meine Fähigkeiten im Projektmanagement zu vertiefen und gleichzeitig zum Unternehmenserfolg beizutragen.

### 2. Kommunikation als Schlüssel  
In Berlin leben wir im Takt der Vielfalt. Ich bemühe mich, offene Gespräche mit meinem Team zu führen, um deren Ziele zu verstehen",5.0
